Text,Category,Noun,Personal Pronoun,Adverb,Verb,Adjective,Preposition,Modal,Conjunction,Determiner,Verb present,Verb past,Verb past participle
 The rabbit hops across the yard.,Present Tense,,,,,,,,,,,,
 The skunk waddles in the brush.,Present Tense,,,,,,,,,,,,
 The owl hoots in the woods.,Present Tense,,,,,,,,,,,,
 The wolf howls in the night.,Present Tense,,,,,,,,,,,,
 The horse gallops across the field.,Present Tense,,,,,,,,,,,,
 The cow grazes in the pasture.,Present Tense,,,,,,,,,,,,
 The goat nibbles on the grass.,Present Tense,,,,,,,,,,,,
 The sheep bleats in the meadow.,Present Tense,,,,,,,,,,,,
 The chicken scratches in the dirt.,Present Tense,,,,,,,,,,,,
 The duck quacks in the pond.,Present Tense,,,,,,,,,,,,
 The goose honks in the sky.,Present Tense,,,,,,,,,,,,
 The seagulls soar above the ocean.,Present Tense,,,,,,,,,,,,
 The pelicans dive for fish.,Present Tense,,,,,,,,,,,,
 The dolphins swim in the sea.,Present Tense,,,,,,,,,,,,
 The whales spout in the water.,Present Tense,,,,,,,,,,,,
 The shrimp jump in the tide pool.,Present Tense,,,,,,,,,,,,
 The crabs scuttle along the beach.,Present Tense,,,,,,,,,,,,
 The lobster crawls in the rocks.,Present Tense,,,,,,,,,,,,
 The oysters open their shells.,Present Tense,,,,,,,,,,,,
 The jellyfish drift in the water.,Present Tense,,,,,,,,,,,,
 The starfish crawl along the ocean floor.,Present Tense,,,,,,,,,,,,
 The seal basks on the shore.,Present Tense,,,,,,,,,,,,
 The penguin waddles in the snow.,Present Tense,,,,,,,,,,,,
 The polar bear plays in the ice.,Present Tense,,,,,,,,,,,,
 The moose grazes in the woods.,Present Tense,,,,,,,,,,,,
 The zebra gallops across the savannah.,Present Tense,,,,,,,,,,,,
 The cheetah stalks its prey.,Present Tense,,,,,,,,,,,,
 The lion roars in the jungle.,Present Tense,,,,,,,,,,,,
 The elephant trumpet in the distance.,Present Tense,,,,,,,,,,,,
 The giraffe nibbles on the leaves.,Present Tense,,,,,,,,,,,,
 The hippo wallows in the mud.,Present Tense,,,,,,,,,,,,
 The rhino charges through the brush.,Present Tense,,,,,,,,,,,,
 The ant carries food to the colony.,Present Tense,,,,,,,,,,,,
 The bee pollinates the flowers.,Present Tense,,,,,,,,,,,,
 The spider spins its web.,Present Tense,,,,,,,,,,,,
 The butterfly flutters from flower to flower.,Present Tense,,,,,,,,,,,,
 The caterpillar munches on the leaves.,Present Tense,,,,,,,,,,,,
 The beetle crawls along the ground.,Present Tense,,,,,,,,,,,,
 The mosquito buzzes around your ear.,Present Tense,,,,,,,,,,,,
 The fly buzzes around the room.,Present Tense,,,,,,,,,,,,
 The flea jumps on your arm.,Present Tense,,,,,,,,,,,,
 The slug slides along the ground.,Present Tense,,,,,,,,,,,,
 The worm wriggles in the dirt.,Present Tense,,,,,,,,,,,,
 The snail leaves its slimy trail.,Present Tense,,,,,,,,,,,,
 The lizard basks in the sun.,Present Tense,,,,,,,,,,,,
 I ate a delicious breakfast this morning.,Past Tense,,,,,,,,,,,,
 I walked to work yesterday.,Past Tense,,,,,,,,,,,,
 I had a great time at the party last night.,Past Tense,,,,,,,,,,,,
 I saw a beautiful sunset last evening.,Past Tense,,,,,,,,,,,,
 I visited my grandparents last weekend.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family last night.,Past Tense,,,,,,,,,,,,
 I watched a movie with my friends last week.,Past Tense,,,,,,,,,,,,
 I read an interesting book last month.,Past Tense,,,,,,,,,,,,
 I called my best friend last evening.,Past Tense,,,,,,,,,,,,
 I listened to music yesterday.,Past Tense,,,,,,,,,,,,
 I exercised at the gym last week.,Past Tense,,,,,,,,,,,,
 I studied for my exam last night.,Past Tense,,,,,,,,,,,,
 I went for a jog yesterday morning.,Past Tense,,,,,,,,,,,,
 I attended a meeting last Friday.,Past Tense,,,,,,,,,,,,
 I played a game with my siblings last Sunday.,Past Tense,,,,,,,,,,,,
 I wrote a letter to my parents last week.,Past Tense,,,,,,,,,,,,
 I took a nap last afternoon.,Past Tense,,,,,,,,,,,,
 I went to the store yesterday.,Past Tense,,,,,,,,,,,,
 I received a gift last week.,Past Tense,,,,,,,,,,,,
 I painted a picture last Saturday.,Past Tense,,,,,,,,,,,,
 I finished my work yesterday.,Past Tense,,,,,,,,,,,,
 I washed my car last Sunday.,Past Tense,,,,,,,,,,,,
 I made a cake last night.,Past Tense,,,,,,,,,,,,
 I picked up my sister from school last Friday.,Past Tense,,,,,,,,,,,,
 I ate lunch at a restaurant last Saturday.,Past Tense,,,,,,,,,,,,
 I watched the news last evening.,Past Tense,,,,,,,,,,,,
 I bought a new shirt last week.,Past Tense,,,,,,,,,,,,
 I went to the movies last Sunday.,Past Tense,,,,,,,,,,,,
 I wrote a story last month.,Past Tense,,,,,,,,,,,,
 I drove to the beach last weekend.,Past Tense,,,,,,,,,,,,
 I sang a song last night.,Past Tense,,,,,,,,,,,,
 I took a walk last evening.,Past Tense,,,,,,,,,,,,
 I played soccer last Tuesday.,Past Tense,,,,,,,,,,,,
 I had a picnic last Sunday.,Past Tense,,,,,,,,,,,,
 I danced at the club last Saturday.,Past Tense,,,,,,,,,,,,
 I finished my homework last night.,Past Tense,,,,,,,,,,,,
 I went shopping last weekend.,Past Tense,,,,,,,,,,,,
 I read a magazine last Wednesday.,Past Tense,,,,,,,,,,,,
 I drank some coffee last Sunday.,Past Tense,,,,,,,,,,,,
 I went to the park last Saturday.,Past Tense,,,,,,,,,,,,
 I completed a project last month.,Past Tense,,,,,,,,,,,,
 I sent an email last week.,Past Tense,,,,,,,,,,,,
 I took some pictures last Tuesday.,Past Tense,,,,,,,,,,,,
 I organized my room last night.,Past Tense,,,,,,,,,,,,
 I went to the gym last Wednesday.,Past Tense,,,,,,,,,,,,
 I wrote a poem last week.,Past Tense,,,,,,,,,,,,
 I attended a class last month.,Past Tense,,,,,,,,,,,,
 I had a conversation last Sunday.,Past Tense,,,,,,,,,,,,
 I did my laundry last Saturday.,Past Tense,,,,,,,,,,,,
 I took a nap last afternoon.,Past Tense,,,,,,,,,,,,
 I worked on a project yesterday.,Past Tense,,,,,,,,,,,,
 I watched a movie last night.,Past Tense,,,,,,,,,,,,
 I rode my bike last week.,Past Tense,,,,,,,,,,,,
 I cooked dinner last evening.,Past Tense,,,,,,,,,,,,
 I visited a friend last weekend.,Past Tense,,,,,,,,,,,,
 I wrote a letter last Friday.,Past Tense,,,,,,,,,,,,
 I bought some groceries last Sunday.,Past Tense,,,,,,,,,,,,
 I went on a hike last month.,Past Tense,,,,,,,,,,,,
 I finished my exam last week.,Past Tense,,,,,,,,,,,,
 I ate lunch at a cafe last Saturday.,Past Tense,,,,,,,,,,,,
 I played a game last evening.,Past Tense,,,,,,,,,,,,
 I cleaned my house last Tuesday.,Past Tense,,,,,,,,,,,,
 I made a cake last Sunday.,Past Tense,,,,,,,,,,,,
 I had a meeting last Friday.,Past Tense,,,,,,,,,,,,
 I listened to music last night.,Past Tense,,,,,,,,,,,,
 I took a taxi last week.,Past Tense,,,,,,,,,,,,
 I read a book last month.,Past Tense,,,,,,,,,,,,
 I went to the movies last Saturday.,Past Tense,,,,,,,,,,,,
 I wrote a report last week.,Past Tense,,,,,,,,,,,,
 I shopped for a gift last Sunday.,Past Tense,,,,,,,,,,,,
 I went to the beach last month.,Past Tense,,,,,,,,,,,,
 I played tennis last Tuesday.,Past Tense,,,,,,,,,,,,
 I sent an email last night.,Past Tense,,,,,,,,,,,,
 I took a walk last Sunday.,Past Tense,,,,,,,,,,,,
 I drank some tea last evening.,Past Tense,,,,,,,,,,,,
 I went for a drive last Saturday.,Past Tense,,,,,,,,,,,,
 I worked on an assignment last week.,Past Tense,,,,,,,,,,,,
 I painted a picture last month.,Past Tense,,,,,,,,,,,,
 I made dinner last Friday.,Past Tense,,,,,,,,,,,,
 I had a picnic last Sunday.,Past Tense,,,,,,,,,,,,
 I rode the bus last Saturday.,Past Tense,,,,,,,,,,,,
 I finished a project yesterday.,Past Tense,,,,,,,,,,,,
 I studied for my test last week.,Past Tense,,,,,,,,,,,,
 I wrote a letter last night.,Past Tense,,,,,,,,,,,,
 I took a nap last afternoon.,Past Tense,,,,,,,,,,,,
 I went to the store last Saturday.,Past Tense,,,,,,,,,,,,
 I played a game last Sunday.,Past Tense,,,,,,,,,,,,
 I had a party last night.,Past Tense,,,,,,,,,,,,
 I attended a class last week.,Past Tense,,,,,,,,,,,,
 I watched a movie last month.,Past Tense,,,,,,,,,,,,
 I cooked breakfast last Tuesday.,Past Tense,,,,,,,,,,,,
 I went on a walk last Saturday.,Past Tense,,,,,,,,,,,,
 I read a book last evening.,Past Tense,,,,,,,,,,,,
 I sent a text last week.,Past Tense,,,,,,,,,,,,
 I visited my parents last Sunday.,Past Tense,,,,,,,,,,,,
 I bought some clothes last month.,Past Tense,,,,,,,,,,,,
 I ate lunch at a restaurant last Saturday.,Past Tense,,,,,,,,,,,,
 I made some cookies last week.,Past Tense,,,,,,,,,,,,
 I went swimming last Sunday.,Past Tense,,,,,,,,,,,,
 I wrote an essay last night.,Past Tense,,,,,,,,,,,,
 I took a taxi last Saturday.,Past Tense,,,,,,,,,,,,
 I had a meeting last week.,Past Tense,,,,,,,,,,,,
 I watched the news last evening.,Past Tense,,,,,,,,,,,,
 I played a game last month.,Past Tense,,,,,,,,,,,,
 I rode my bike last Sunday.,Past Tense,,,,,,,,,,,,
 I bought some groceries last Saturday.,Past Tense,,,,,,,,,,,,
 I finished my work yesterday.,Past Tense,,,,,,,,,,,,
 I went for a jog last week.,Past Tense,,,,,,,,,,,,
 I called my friend last night.,Past Tense,,,,,,,,,,,,
 I listened to music last Sunday.,Past Tense,,,,,,,,,,,,
 I cleaned my room last Saturday.,Past Tense,,,,,,,,,,,,
 I took a nap last week.,Past Tense,,,,,,,,,,,,
 I went to the park last evening.,Past Tense,,,,,,,,,,,,
 I wrote a story last month.,Past Tense,,,,,,,,,,,,
 I exercised at the gym last Tuesday.,Past Tense,,,,,,,,,,,,
 I attended a conference last week.,Past Tense,,,,,,,,,,,,
 I had dinner with my family last night.,Past Tense,,,,,,,,,,,,
 I played soccer last weekend.,Past Tense,,,,,,,,,,,,
 I read a magazine last month.,Past Tense,,,,,,,,,,,,
 I went to the movies last Saturday.,Past Tense,,,,,,,,,,,,
 I drank some coffee last Sunday.,Past Tense,,,,,,,,,,,,
 I cooked dinner last week.,Past Tense,,,,,,,,,,,,
 I made a cake last night.,Past Tense,,,,,,,,,,,,
 I visited my grandparents last month.,Past Tense,,,,,,,,,,,,
 I picked up my sister from school last Friday.,Past Tense,,,,,,,,,,,,
 I went shopping last Saturday.,Past Tense,,,,,,,,,,,,
 I took some pictures last Sunday.,Past Tense,,,,,,,,,,,,
 I organized my desk last night.,Past Tense,,,,,,,,,,,,
 I went to the gym last week.,Past Tense,,,,,,,,,,,,
 I wrote a poem last month.,Past Tense,,,,,,,,,,,,
 I had a conversation last Saturday.,Past Tense,,,,,,,,,,,,
 I did my laundry last Sunday.,Past Tense,,,,,,,,,,,,
 I sang a song last night.,Past Tense,,,,,,,,,,,,
 I took a walk last evening.,Past Tense,,,,,,,,,,,,
 I received a gift last week.,Past Tense,,,,,,,,,,,,
 I played a game with my siblings last Sunday.,Past Tense,,,,,,,,,,,,
 I wrote a letter to my parents last month.,Past Tense,,,,,,,,,,,,
 I painted a picture last Saturday.,Past Tense,,,,,,,,,,,,
 I washed my car last Sunday.,Past Tense,,,,,,,,,,,,
 I went for a drive last week.,Past Tense,,,,,,,,,,,,
 I studied for my exam last night.,Past Tense,,,,,,,,,,,,
 I attended a meeting last Friday.,Past Tense,,,,,,,,,,,,
 I watched a movie with my friends last month.,Past Tense,,,,,,,,,,,,
 I read an interesting book last week.,Past Tense,,,,,,,,,,,,
 I called my best friend last evening.,Past Tense,,,,,,,,,,,,
 I listened to music yesterday.,Past Tense,,,,,,,,,,,,
 I went for a hike last Saturday.,Past Tense,,,,,,,,,,,,
 I completed a project last month.,Past Tense,,,,,,,,,,,,
 I finished my homework last night.,Past Tense,,,,,,,,,,,,
 I worked on a project yesterday.,Past Tense,,,,,,,,,,,,
 I drank some tea last Sunday.,Past Tense,,,,,,,,,,,,
 I took a taxi last week.,Past Tense,,,,,,,,,,,,
 I bought a new shirt last Saturday.,Past Tense,,,,,,,,,,,,
 I rode the bus last Sunday.,Past Tense,,,,,,,,,,,,
 I played tennis last Tuesday.,Past Tense,,,,,,,,,,,,
 I ate breakfast this morning.,Past Tense,,,,,,,,,,,,
 I had a picnic last Sunday.,Past Tense,,,,,,,,,,,,
 I danced at the club last Saturday.,Past Tense,,,,,,,,,,,,
 I sent an email last night.,Past Tense,,,,,,,,,,,,
 I went to the beach last month.,Past Tense,,,,,,,,,,,,
 I wrote a report last week.,Past Tense,,,,,,,,,,,,
 I shopped for a gift last Sunday.,Past Tense,,,,,,,,,,,,
 I cooked dinner last evening.,Past Tense,,,,,,,,,,,,
 I visited a friend last weekend.,Past Tense,,,,,,,,,,,,
 I wrote a letter last Friday.,Past Tense,,,,,,,,,,,,
 I finished my exam last week.,Past Tense,,,,,,,,,,,,
 I ate lunch at a cafe last Saturday.,Past Tense,,,,,,,,,,,,
 I played a game last evening.,Past Tense,,,,,,,,,,,,
 I cleaned my house last Tuesday.,Past Tense,,,,,,,,,,,,
 I made a cake last Sunday.,Past Tense,,,,,,,,,,,,
 I had a meeting last Friday.,Past Tense,,,,,,,,,,,,
 I listened to music last night.,Past Tense,,,,,,,,,,,,
 I took a walk last Sunday.,Past Tense,,,,,,,,,,,,
 I worked on an assignment last week.,Past Tense,,,,,,,,,,,,
 I painted a picture last month.,Past Tense,,,,,,,,,,,,
 I made dinner last Friday.,Past Tense,,,,,,,,,,,,
 I had a conversation last Sunday.,Past Tense,,,,,,,,,,,,
 I did my laundry last Saturday.,Past Tense,,,,,,,,,,,,
 I wrote a poem last week.,Past Tense,,,,,,,,,,,,
 I attended a class last month.,Past Tense,,,,,,,,,,,,
 I went shopping last weekend.,Past Tense,,,,,,,,,,,,
 I read a magazine last Wednesday.,Past Tense,,,,,,,,,,,,
 I drank some coffee last Sunday.,Past Tense,,,,,,,,,,,,
 I went to the park last Saturday.,Past Tense,,,,,,,,,,,,
 I completed a project last night.,Past Tense,,,,,,,,,,,,
 I sent an email last week.,Past Tense,,,,,,,,,,,,
 I took some pictures last Tuesday.,Past Tense,,,,,,,,,,,,
 I organized my room last night.,Past Tense,,,,,,,,,,,,
 I went to the gym last Wednesday.,Past Tense,,,,,,,,,,,,
 I watched a movie last month.,Past Tense,,,,,,,,,,,,
 I cooked breakfast last Tuesday.,Past Tense,,,,,,,,,,,,
 I went on a walk last Saturday.,Past Tense,,,,,,,,,,,,
 I read a book last evening.,Past Tense,,,,,,,,,,,,
 I sent a text last week.,Past Tense,,,,,,,,,,,,
 I visited my parents last Sunday.,Past Tense,,,,,,,,,,,,
 I bought some clothes last month.,Past Tense,,,,,,,,,,,,
 I ate lunch at a restaurant last Saturday.,Past Tense,,,,,,,,,,,,
 I made some cookies last week.,Past Tense,,,,,,,,,,,,
 I went swimming last Sunday.,Past Tense,,,,,,,,,,,,
 I wrote an essay last night.,Past Tense,,,,,,,,,,,,
 I am walking to school.,Present Tense,,,,,,,,,,,,
 She is reading a book.,Present Tense,,,,,,,,,,,,
 He is playing soccer.,Present Tense,,,,,,,,,,,,
 They are eating dinner.,Present Tense,,,,,,,,,,,,
 We are planning a party.,Present Tense,,,,,,,,,,,,
 You are watching a movie.,Present Tense,,,,,,,,,,,,
 I am writing a letter.,Present Tense,,,,,,,,,,,,
 She is cooking dinner.,Present Tense,,,,,,,,,,,,
 He is studying for his test.,Present Tense,,,,,,,,,,,,
 They are playing video games.,Present Tense,,,,,,,,,,,,
 We are going to the beach.,Present Tense,,,,,,,,,,,,
 You are talking on the phone.,Present Tense,,,,,,,,,,,,
 I am working on a project.,Present Tense,,,,,,,,,,,,
 She is surfing the web.,Present Tense,,,,,,,,,,,,
 He is shopping for groceries.,Present Tense,,,,,,,,,,,,
 They are taking a nap.,Present Tense,,,,,,,,,,,,
 We are painting a mural.,Present Tense,,,,,,,,,,,,
 You are singing in the shower.,Present Tense,,,,,,,,,,,,
 I am making dinner.,Present Tense,,,,,,,,,,,,
 She is mowing the lawn.,Present Tense,,,,,,,,,,,,
 He is taking out the trash.,Present Tense,,,,,,,,,,,,
 They are washing the dishes.,Present Tense,,,,,,,,,,,,
 We are making a cake.,Present Tense,,,,,,,,,,,,
 You are ironing your clothes.,Present Tense,,,,,,,,,,,,
 I am organizing my room.,Present Tense,,,,,,,,,,,,
 She is fixing the car.,Present Tense,,,,,,,,,,,,
 He is walking the dog.,Present Tense,,,,,,,,,,,,
 They are going to the park.,Present Tense,,,,,,,,,,,,
 We are having a picnic.,Present Tense,,,,,,,,,,,,
 You are studying for the exam.,Present Tense,,,,,,,,,,,,
 I am writing a story.,Present Tense,,,,,,,,,,,,
 She is playing the piano.,Present Tense,,,,,,,,,,,,
 He is painting a picture.,Present Tense,,,,,,,,,,,,
 They are playing hide-and-seek.,Present Tense,,,,,,,,,,,,
 We are teaching a class.,Present Tense,,,,,,,,,,,,
 You are writing a song.,Present Tense,,,,,,,,,,,,
 I am playing basketball.,Present Tense,,,,,,,,,,,,
 She is taking a yoga class.,Present Tense,,,,,,,,,,,,
 He is biking to work.,Present Tense,,,,,,,,,,,,
 They are doing laundry.,Present Tense,,,,,,,,,,,,
 We are planting a garden.,Present Tense,,,,,,,,,,,,
 You are cleaning the house.,Present Tense,,,,,,,,,,,,
 I am going to the movies.,Present Tense,,,,,,,,,,,,
 She is sorting the mail.,Present Tense,,,,,,,,,,,,
 He is cutting the grass.,Present Tense,,,,,,,,,,,,
 They are running errands.,Present Tense,,,,,,,,,,,,
 We are shopping for clothes.,Present Tense,,,,,,,,,,,,
 You are practicing the guitar.,Present Tense,,,,,,,,,,,,
 I am making a list.,Present Tense,,,,,,,,,,,,
 She is exercising at the gym.,Present Tense,,,,,,,,,,,,
 He is walking the cat.,Present Tense,,,,,,,,,,,,
 They are baking cookies.,Present Tense,,,,,,,,,,,,
 We are doing puzzles.,Present Tense,,,,,,,,,,,,
 You are studying a foreign language.,Present Tense,,,,,,,,,,,,
 I am folding clothes.,Present Tense,,,,,,,,,,,,
 She is knitting a scarf.,Present Tense,,,,,,,,,,,,
 He is working on the computer.,Present Tense,,,,,,,,,,,,
 They are roasting marshmallows.,Present Tense,,,,,,,,,,,,
 We are going to the zoo.,Present Tense,,,,,,,,,,,,
 You are taking a nap.,Present Tense,,,,,,,,,,,,
 I am making a smoothie.,Present Tense,,,,,,,,,,,,
 She is listening to music.,Present Tense,,,,,,,,,,,,
 He is building a birdhouse.,Present Tense,,,,,,,,,,,,
 They are having a barbecue.,Present Tense,,,,,,,,,,,,
 We are watching TV.,Present Tense,,,,,,,,,,,,
 You are searching the internet.,Present Tense,,,,,,,,,,,,
 I am mending the fence.,Present Tense,,,,,,,,,,,,
 She is cleaning the pool.,Present Tense,,,,,,,,,,,,
 He is writing a blog.,Present Tense,,,,,,,,,,,,
 They are playing catch.,Present Tense,,,,,,,,,,,,
 We are making a snowman.,Present Tense,,,,,,,,,,,,
 You are watering the plants.,Present Tense,,,,,,,,,,,,
 I am ordering takeout.,Present Tense,,,,,,,,,,,,
 She is having a tea party.,Present Tense,,,,,,,,,,,,
 He is playing chess.,Present Tense,,,,,,,,,,,,
 They are doing a science experiment.,Present Tense,,,,,,,,,,,,
 We are going on a hike.,Present Tense,,,,,,,,,,,,
 You are doing a jigsaw puzzle.,Present Tense,,,,,,,,,,,,
 I am sorting the recyclables.,Present Tense,,,,,,,,,,,,
 She is dusting the furniture.,Present Tense,,,,,,,,,,,,
 He is washing the car.,Present Tense,,,,,,,,,,,,
 They are planning a trip.,Present Tense,,,,,,,,,,,,
 We are making a fort.,Present Tense,,,,,,,,,,,,
 You are watching a documentary.,Present Tense,,,,,,,,,,,,
 I am running an errand.,Present Tense,,,,,,,,,,,,
 She is taking a bath.,Present Tense,,,,,,,,,,,,
 He is typing a report.,Present Tense,,,,,,,,,,,,
 They are having a sleepover.,Present Tense,,,,,,,,,,,,
 We are going to the library.,Present Tense,,,,,,,,,,,,
 You are practicing karate.,Present Tense,,,,,,,,,,,,
 I am counting to ten.,Present Tense,,,,,,,,,,,,
 She is writing a letter.,Present Tense,,,,,,,,,,,,
 He is washing the dishes.,Present Tense,,,,,,,,,,,,
 They are going to the museum.,Present Tense,,,,,,,,,,,,
 We are getting ice cream.,Present Tense,,,,,,,,,,,,
 You are doing yoga.,Present Tense,,,,,,,,,,,,
 I am feeding the birds.,Present Tense,,,,,,,,,,,,
 She is starting a new job.,Present Tense,,,,,,,,,,,,
 He is making breakfast.,Present Tense,,,,,,,,,,,,
 They are having a picnic.,Present Tense,,,,,,,,,,,,
 We are doing karaoke.,Present Tense,,,,,,,,,,,,
 You are decorating the tree.,Present Tense,,,,,,,,,,,,
 I am going camping.,Present Tense,,,,,,,,,,,,
 She is painting her nails.,Present Tense,,,,,,,,,,,,
 He is playing tag.,Present Tense,,,,,,,,,,,,
 They are building a sandcastle.,Present Tense,,,,,,,,,,,,
 We are shopping online.,Present Tense,,,,,,,,,,,,
 You are watching the sunset.,Present Tense,,,,,,,,,,,,
 I am writing a book.,Present Tense,,,,,,,,,,,,
 She is playing piano.,Present Tense,,,,,,,,,,,,
 He is putting away the groceries.,Present Tense,,,,,,,,,,,,
 They are organizing their room.,Present Tense,,,,,,,,,,,,
 We are taking a dance class.,Present Tense,,,,,,,,,,,,
 You are making a snow angel.,Present Tense,,,,,,,,,,,,
 I am running a marathon.,Present Tense,,,,,,,,,,,,
 She is writing a poem.,Present Tense,,,,,,,,,,,,
 He is building a model airplane.,Present Tense,,,,,,,,,,,,
 They are having a birthday party.,Present Tense,,,,,,,,,,,,
 We are going to the circus.,Present Tense,,,,,,,,,,,,
 You are taking a walk.,Present Tense,,,,,,,,,,,,
 I am fixing my bike.,Present Tense,,,,,,,,,,,,
 She is doing a crossword puzzle.,Present Tense,,,,,,,,,,,,
 He is taking a nap.,Present Tense,,,,,,,,,,,,
 They are going to the pool.,Present Tense,,,,,,,,,,,,
 We are playing a board game.,Present Tense,,,,,,,,,,,,
 You are cutting vegetables.,Present Tense,,,,,,,,,,,,
 I am making a sandwich.,Present Tense,,,,,,,,,,,,
 She is mending a dress.,Present Tense,,,,,,,,,,,,
 He is doing his homework.,Present Tense,,,,,,,,,,,,
 They are playing tennis.,Present Tense,,,,,,,,,,,,
 We are going to the theater.,Present Tense,,,,,,,,,,,,
 You are having a sleepover.,Present Tense,,,,,,,,,,,,
 I am washing dishes.,Present Tense,,,,,,,,,,,,
 She is feeding the fish.,Present Tense,,,,,,,,,,,,
 He is writing a song.,Present Tense,,,,,,,,,,,,
 They are painting the walls.,Present Tense,,,,,,,,,,,,
 We are taking a drive.,Present Tense,,,,,,,,,,,,
 You are going to the beach.,Present Tense,,,,,,,,,,,,
 I am making a cake.,Present Tense,,,,,,,,,,,,
 She is doing a jigsaw puzzle.,Present Tense,,,,,,,,,,,,
 He is playing hopscotch.,Present Tense,,,,,,,,,,,,
 They are doing research.,Present Tense,,,,,,,,,,,,
 We are going to the mall.,Present Tense,,,,,,,,,,,,
 You are taking a photograph.,Present Tense,,,,,,,,,,,,
 I am playing hopscotch.,Present Tense,,,,,,,,,,,,
 She is mowing the lawn.,Present Tense,,,,,,,,,,,,
 He is doing laundry.,Present Tense,,,,,,,,,,,,
 They are going for a swim.,Present Tense,,,,,,,,,,,,
 We are having a BBQ.,Present Tense,,,,,,,,,,,,
 You are singing a song.,Present Tense,,,,,,,,,,,,
 I am studying for the test.,Present Tense,,,,,,,,,,,,
 She is checking her email.,Present Tense,,,,,,,,,,,,
 He is taking out the garbage.,Present Tense,,,,,,,,,,,,
 They are putting up decorations.,Present Tense,,,,,,,,,,,,
 We are baking a pie.,Present Tense,,,,,,,,,,,,
 You are making a phone call.,Present Tense,,,,,,,,,,,,
 I am going for a jog.,Present Tense,,,,,,,,,,,,
 She is organizing her desk.,Present Tense,,,,,,,,,,,,
 He is going to the park.,Present Tense,,,,,,,,,,,,
 They are playing badminton.,Present Tense,,,,,,,,,,,,
 We are writing a script.,Present Tense,,,,,,,,,,,,
 You are doing the dishes.,Present Tense,,,,,,,,,,,,
 I am doing a crossword puzzle.,Present Tense,,,,,,,,,,,,
 She is running an errand.,Present Tense,,,,,,,,,,,,
 He is doing exercises.,Present Tense,,,,,,,,,,,,
 They are walking the dog.,Present Tense,,,,,,,,,,,,
 We are roasting marshmallows.,Present Tense,,,,,,,,,,,,
 You are making a list.,Present Tense,,,,,,,,,,,,
 I am going to the store.,Present Tense,,,,,,,,,,,,
 She is taking a class.,Present Tense,,,,,,,,,,,,
 He is writing a story.,Present Tense,,,,,,,,,,,,
 They are making dinner.,Present Tense,,,,,,,,,,,,
 We are going to the lake.,Present Tense,,,,,,,,,,,,
 You are playing a game.,Present Tense,,,,,,,,,,,,
 I am feeding the animals.,Present Tense,,,,,,,,,,,,
 She is doing the shopping.,Present Tense,,,,,,,,,,,,
 He is cleaning the house.,Present Tense,,,,,,,,,,,,
 They are going to the movies.,Present Tense,,,,,,,,,,,,
 We are having a picnic.,Present Tense,,,,,,,,,,,,
 You are taking a test.,Present Tense,,,,,,,,,,,,
 I am going for a walk.,Present Tense,,,,,,,,,,,,
 She is making a card.,Present Tense,,,,,,,,,,,,
 He is building a model.,Present Tense,,,,,,,,,,,,
 They are taking a dance class.,Present Tense,,,,,,,,,,,,
 We are going to the zoo.,Present Tense,,,,,,,,,,,,
 You are sorting the mail.,Present Tense,,,,,,,,,,,,
 I am doing yoga.,Present Tense,,,,,,,,,,,,
 She is sorting the laundry.,Present Tense,,,,,,,,,,,,
 He is watching a movie.,Present Tense,,,,,,,,,,,,
 They are doing a craft.,Present Tense,,,,,,,,,,,,
 We are playing cards.,Present Tense,,,,,,,,,,,,
 You are writing a letter.,Present Tense,,,,,,,,,,,,
 I am studying for exams.,Present Tense,,,,,,,,,,,,
 She is organizing her closet.,Present Tense,,,,,,,,,,,,
 He is going to the gym.,Present Tense,,,,,,,,,,,,
 They are making a snowman.,Present Tense,,,,,,,,,,,,
 We are going to the amusement park.,Present Tense,,,,,,,,,,,,
 You are taking a trip.,Present Tense,,,,,,,,,,,,
 I am running a race.,Present Tense,,,,,,,,,,,,
 She is going shopping.,Present Tense,,,,,,,,,,,,
 I will have completed my studies by next year.,Future Tense,,,,,,,,,,,,
 She will be packing her bags for her next big adventure.,Future Tense,,,,,,,,,,,,
 We will be celebrating our th wedding anniversary in two months.,Future Tense,,,,,,,,,,,,
 I will have bought a new car by the end of the year.,Future Tense,,,,,,,,,,,,
 He will be graduating from college next summer.,Future Tense,,,,,,,,,,,,
 I will be retiring from my job in five years.,Future Tense,,,,,,,,,,,,
 They will be travelling to Europe for their honeymoon.,Future Tense,,,,,,,,,,,,
 I will have moved to a new city by the end of the year.,Future Tense,,,,,,,,,,,,
 She will be taking on a new job in the next few weeks.,Future Tense,,,,,,,,,,,,
 We will be hosting a party for our son's birthday in a month.,Future Tense,,,,,,,,,,,,
 He will have earned his master's degree by next spring.,Future Tense,,,,,,,,,,,,
 I will be attending the conference in two weeks.,Future Tense,,,,,,,,,,,,
 She will have finished her project by next month.,Future Tense,,,,,,,,,,,,
 We will be opening a new store next week.,Future Tense,,,,,,,,,,,,
 I will have completed my certification by the end of the year.,Future Tense,,,,,,,,,,,,
 He will be going on a trip to Asia next summer.,Future Tense,,,,,,,,,,,,
 I will be running my first marathon in a year.,Future Tense,,,,,,,,,,,,
 They will have moved into their new home by the end of the month.,Future Tense,,,,,,,,,,,,
 I will have started my own business by next year.,Future Tense,,,,,,,,,,,,
